N,P,K,temperature,humidity,ph,rainfall,label
50.27,55.94,51.97,30.93,96.49,7.18,132.64,papaya
42.43,62.94,53.05,33.69,93.5,6.48,143.41,papaya
48.33,55.77,48.18,29.38,90.3,6.77,137.75,papaya
45.41,63.23,52.01,36.16,89.13,6.88,152.06,papaya
43.48,59.09,48.68,36.14,91.43,7.15,140.11,papaya
50.3,56.39,52.88,32.83,94.28,6.65,141.29,papaya
52.87,62.09,50.68,32.96,96.97,6.54,147.83,papaya
53.21,55.36,51.93,33.56,93.44,6.75,167.28,papaya
51.87,62.19,46.96,33.8,95.32,7.09,152.66,papaya
46.51,60.06,46.71,33.95,91.79,6.65,140.94,papaya
52.57,56.02,53.78,34.82,93.96,6.41,142.04,papaya
50.55,61.64,49.68,33.35,94.46,6.24,135.7,papaya
49.67,61.73,51.14,35.59,87.45,6.33,130.6,papaya
45.94,64.79,48.77,34.59,91.37,6.96,135.37,papaya
46.52,63.83,53.59,32.49,94.77,6.6,132.73,papaya
49.37,61.46,47.57,36.37,93.09,6.52,149.84,papaya
61.2,53.36,49.46,30.98,89.41,6.49,129.15,papaya
50.51,71.24,53.14,33.52,86.32,6.73,158.0,papaya
45.94,51.98,54.69,35.63,91.49,6.63,151.02,papaya
44.84,63.75,47.9,32.25,92.22,6.62,142.25,papaya
46.54,61.16,57.84,34.32,90.19,7.1,142.0,papaya
59.89,53.13,51.25,34.79,92.76,7.16,135.31,papaya
47.0,58.38,45.83,31.98,93.67,6.22,145.24,papaya
53.53,58.61,51.48,33.56,94.08,6.8,155.06,papaya
47.12,65.53,48.47,33.39,86.51,6.47,133.56,papaya
50.31,55.43,51.74,32.6,89.11,6.63,123.6,papaya
52.96,57.69,49.83,38.3,91.64,6.79,150.44,papaya
46.14,47.32,50.3,32.17,93.83,6.64,145.89,papaya
45.79,67.67,46.35,35.71,93.62,6.77,128.56,papaya
57.29,53.65,53.96,32.91,93.58,6.9,133.2,papaya
53.92,60.63,45.38,31.53,91.44,6.79,131.69,papaya
52.95,58.49,45.56,33.91,91.58,6.51,133.31,papaya
52.94,58.51,51.47,35.0,90.58,6.51,138.12,papaya
51.3,63.05,56.41,35.54,94.32,6.27,138.8,papaya
59.09,67.36,48.59,36.82,90.1,6.44,134.19,papaya
49.22,60.26,52.8,39.59,94.53,7.29,132.9,papaya
51.89,62.28,54.29,34.2,92.92,6.46,139.25,papaya
41.75,60.64,53.26,32.37,92.29,6.34,144.01,papaya
44.88,64.09,48.76,34.61,90.76,6.8,138.2,papaya
43.0,56.69,45.64,33.17,89.01,6.67,155.9,papaya
55.37,64.38,41.17,35.55,90.78,6.64,148.1,papaya
36.24,64.55,48.95,31.11,91.57,7.12,122.91,papaya
46.99,64.41,54.71,38.44,86.48,6.86,148.28,papaya
34.03,55.7,45.5,35.41,91.91,6.54,149.27,papaya
44.84,58.16,52.8,30.33,94.71,6.57,136.78,papaya
46.55,60.2,46.2,32.28,93.82,6.55,124.06,papaya
55.92,52.15,50.42,35.33,91.16,6.96,142.1,papaya
50.98,66.97,52.83,36.05,92.52,6.61,141.91,papaya
44.83,58.94,47.36,31.16,91.01,6.16,128.54,papaya
54.33,60.42,50.68,35.13,92.77,6.69,124.59,papaya
49.09,56.11,48.34,29.81,96.25,6.24,140.95,papaya
49.19,52.37,52.82,33.52,94.82,7.36,139.2,papaya
42.99,55.98,50.94,35.92,93.7,6.41,136.99,papaya
44.05,60.1,50.23,32.6,91.17,6.65,141.0,papaya
44.87,62.37,56.23,30.69,94.27,6.78,128.77,papaya
49.23,59.81,52.65,33.99,88.18,6.61,136.78,papaya
49.39,60.73,47.24,32.49,91.77,6.61,148.4,papaya
56.72,57.31,49.66,34.96,93.86,6.83,137.8,papaya
50.93,61.48,49.7,31.93,94.25,7.16,121.94,papaya
35.46,66.41,50.32,32.15,94.07,6.93,136.33,papaya
50.31,62.52,60.1,29.66,93.14,7.14,129.16,papaya
41.75,63.05,51.48,34.04,91.91,6.39,145.21,papaya
44.17,60.47,41.86,33.38,93.74,6.8,145.83,papaya
44.94,51.48,47.83,31.32,90.02,6.75,122.09,papaya
45.68,53.78,42.27,34.09,90.29,6.81,151.11,papaya
42.12,61.27,48.68,35.75,92.55,7.11,128.65,papaya
50.02,58.95,42.05,33.27,92.83,6.63,160.71,papaya
41.95,61.2,46.51,34.24,87.84,6.58,141.41,papaya
50.78,67.38,43.92,34.25,93.54,6.86,127.04,papaya
60.18,62.63,51.54,31.29,94.33,6.17,128.3,papaya
42.35,65.29,50.0,37.81,92.21,6.63,146.18,papaya
47.58,59.47,51.21,32.76,98.34,6.66,137.3,papaya
36.38,54.96,49.58,35.01,90.69,6.42,140.84,papaya
47.5,58.71,44.42,35.24,91.5,7.02,161.35,papaya
52.21,54.98,52.05,33.42,91.41,6.38,133.61,papaya
52.6,66.79,57.69,34.91,92.21,6.66,142.72,papaya
49.39,62.95,51.64,34.19,91.58,6.79,159.04,papaya
53.45,61.6,48.3,30.86,88.88,7.11,145.25,papaya
61.73,65.18,44.29,33.04,91.03,6.7,122.72,papaya
57.56,48.9,46.37,32.47,92.16,6.98,148.06,papaya
46.39,61.94,51.81,32.78,95.47,6.91,128.04,papaya
41.74,52.45,54.29,31.09,97.91,6.74,158.88,papaya
46.97,58.96,51.04,35.95,95.74,6.37,132.13,papaya
44.27,57.44,53.2,36.9,90.46,6.27,177.63,papaya
51.26,62.31,52.83,35.66,90.66,6.73,159.61,papaya
43.09,60.14,52.03,36.24,92.0,6.54,132.44,papaya
48.64,65.73,47.37,33.01,96.86,6.98,142.24,papaya
53.19,55.99,50.7,32.43,91.99,6.92,151.04,papaya
48.5,62.55,46.61,32.14,89.08,6.64,151.4,papaya
44.27,59.81,50.07,34.99,91.15,6.35,147.31,papaya
26.01,16.45,37.38,26.23,94.82,5.98,177.5,coconut
20.51,18.52,26.94,27.22,95.85,5.46,196.91,coconut
19.53,13.98,30.09,30.06,91.58,5.93,165.84,coconut
19.61,14.69,31.38,28.32,92.96,5.47,176.6,coconut
24.43,18.53,27.16,24.47,94.5,6.01,186.21,coconut
22.46,19.82,23.98,24.21,93.03,5.26,155.18,coconut
22.17,15.14,30.16,27.28,93.17,5.34,221.45,coconut
24.18,13.0,29.72,25.22,94.1,6.15,175.43,coconut
12.8,26.85,29.45,28.57,96.1,5.74,177.13,coconut
22.24,19.35,31.89,27.48,94.11,5.6,193.85,coconut
21.87,16.2,36.72,27.7,96.96,6.28,188.72,coconut
27.68,19.61,29.79,26.13,92.8,6.0,175.57,coconut
14.89,16.63,31.68,30.53,92.3,6.16,176.95,coconut
27.23,19.6,33.91,32.52,98.65,5.85,152.44,coconut
21.3,17.48,33.22,26.9,93.48,6.7,166.65,coconut
22.96,17.27,28.54,28.04,92.18,5.72,182.76,coconut
27.7,16.66,31.39,27.58,91.32,6.42,181.66,coconut
23.24,12.66,33.19,26.93,96.95,5.88,193.32,coconut
22.6,22.81,26.49,25.9,94.12,5.4,173.19,coconut
21.97,14.18,36.05,25.45,94.29,6.04,154.19,coconut
19.07,12.92,36.73,25.36,94.48,5.99,190.85,coconut
20.89,16.36,28.11,28.13,96.83,5.58,196.54,coconut
18.14,14.12,31.77,26.46,94.44,5.62,188.47,coconut
20.82,16.84,33.57,22.76,99.49,5.89,172.55,coconut
11.66,19.06,28.82,28.2,95.07,6.0,190.67,coconut
22.72,19.99,32.93,27.33,96.92,5.16,226.43,coconut
20.51,19.44,31.65,29.82,96.41,6.22,176.73,coconut
19.66,16.08,25.13,28.07,94.73,5.75,155.32,coconut
21.88,17.15,32.84,24.74,93.63,5.5,166.21,coconut
15.27,18.22,26.6,23.39,95.46,6.18,184.38,coconut
28.72,11.73,34.76,26.1,95.82,5.89,150.93,coconut
20.59,18.71,28.32,26.27,93.65,6.26,177.54,coconut
20.42,12.63,30.35,29.1,95.13,6.03,180.71,coconut
17.14,23.12,36.49,27.38,97.27,5.9,198.03,coconut
21.1,15.79,32.99,29.44,98.94,5.85,194.65,coconut
26.55,16.45,26.68,25.02,96.51,6.04,187.97,coconut
25.14,14.69,26.94,29.14,98.53,5.78,142.56,coconut
24.42,15.11,28.6,28.7,93.54,5.64,188.82,coconut
23.19,23.82,32.58,23.77,96.2,6.08,185.58,coconut
19.57,19.82,32.43,29.78,97.48,5.86,178.84,coconut
15.2,12.35,27.63,27.57,93.01,5.91,149.05,coconut
20.2,21.51,26.33,28.11,93.83,6.23,163.35,coconut
20.06,20.58,32.13,25.84,98.28,5.87,157.5,coconut
25.2,16.16,30.27,29.7,92.85,5.9,144.77,coconut
22.24,17.92,39.63,25.27,92.12,5.72,174.96,coconut
27.45,16.96,31.15,28.9,97.86,6.03,163.03,coconut
25.79,22.92,38.26,28.88,97.19,6.0,214.38,coconut
19.17,14.61,26.32,25.65,95.66,6.17,172.47,coconut
13.82,17.44,24.71,30.97,94.71,5.73,194.41,coconut
26.54,15.72,26.52,27.82,93.92,5.76,151.46,coconut
26.44,12.7,35.76,28.58,95.36,6.14,167.05,coconut
15.54,23.57,38.02,24.65,97.96,5.98,176.45,coconut
27.04,13.46,27.87,31.21,95.28,5.63,161.38,coconut
22.53,17.66,29.16,25.2,99.13,6.29,168.67,coconut
21.64,11.78,26.32,29.24,93.0,5.39,171.73,coconut
27.46,15.8,23.75,25.61,94.76,6.14,171.49,coconut
26.38,18.27,33.87,26.29,94.05,5.52,202.83,coconut
23.61,14.53,31.89,28.82,92.63,6.47,180.67,coconut
22.89,18.76,31.04,29.25,94.49,5.44,182.19,coconut
23.47,16.19,25.4,25.11,95.63,6.25,183.09,coconut
19.4,20.48,37.56,29.36,95.85,5.88,184.19,coconut
20.78,21.09,28.99,29.28,99.14,5.79,173.76,coconut
17.39,15.24,33.13,25.71,95.73,5.96,170.19,coconut
19.67,17.23,25.18,30.28,97.1,6.09,177.5,coconut
19.53,17.55,30.24,24.78,94.93,5.63,192.35,coconut
18.46,18.86,32.17,26.28,98.16,5.66,191.89,coconut
21.55,17.04,32.31,28.26,99.6,6.09,171.39,coconut
19.7,17.57,31.62,25.86,95.86,5.39,186.52,coconut
23.01,16.27,32.98,27.87,92.81,5.72,172.08,coconut
14.51,17.35,26.48,27.83,93.7,6.81,175.51,coconut
20.55,20.89,31.79,27.06,95.36,5.61,167.9,coconut
21.53,18.94,31.46,28.9,95.71,6.24,172.28,coconut
19.76,19.1,31.93,26.99,96.2,5.72,195.12,coconut
20.31,19.17,31.29,27.82,95.72,6.05,176.39,coconut
14.66,16.54,25.91,29.46,94.81,6.1,177.03,coconut
22.43,17.96,25.73,28.82,93.53,6.24,153.29,coconut
23.59,13.74,22.14,28.81,95.6,5.84,170.36,coconut
22.97,20.81,34.27,25.33,98.51,6.5,171.38,coconut
25.15,8.65,34.31,28.34,96.84,5.72,162.56,coconut
21.81,16.74,34.37,25.82,95.87,5.97,175.32,coconut
22.91,20.42,32.23,25.09,96.86,5.97,168.56,coconut
21.62,12.91,22.47,27.27,94.06,5.56,176.2,coconut
23.75,18.2,26.89,25.77,93.78,5.81,176.82,coconut
14.69,14.96,31.68,28.82,93.3,5.95,160.66,coconut
17.43,15.89,31.54,28.87,94.55,5.77,169.02,coconut
27.35,19.84,30.11,23.98,93.96,6.63,176.16,coconut
11.16,17.59,32.48,25.91,97.22,5.65,192.76,coconut
20.44,10.9,31.05,24.77,93.85,6.25,178.85,coconut
25.69,14.07,31.48,26.57,93.19,6.16,165.07,coconut
20.63,19.93,28.44,28.22,98.69,5.9,180.99,coconut
19.38,18.35,34.93,26.96,93.9,5.64,200.61,coconut
21.52,22.24,29.28,26.34,95.11,5.67,188.75,coconut
19.59,22.05,25.68,29.74,95.7,5.74,183.21,coconut
21.12,15.97,27.92,23.25,92.53,5.36,185.88,coconut
18.27,24.51,29.61,29.63,97.27,5.6,196.6,coconut
25.43,17.07,34.98,26.42,96.07,5.46,191.13,coconut
26.69,14.11,30.83,27.26,97.92,6.3,183.5,coconut
20.47,15.1,30.26,26.45,93.44,6.09,191.03,coconut
15.45,10.23,26.01,30.18,95.0,6.14,158.78,coconut
18.9,21.82,34.14,25.18,94.88,6.08,152.47,coconut
118.57,40.74,20.29,22.22,77.06,6.94,79.59,cotton
117.69,41.11,19.71,24.11,73.84,6.21,78.19,cotton
111.56,45.74,21.3,27.63,76.09,7.88,79.63,cotton
125.26,42.14,20.61,26.7,76.8,6.71,73.6,cotton
98.37,41.57,21.15,25.82,81.89,7.2,68.1,cotton
111.65,46.53,23.05,25.59,84.41,6.89,63.24,cotton
112.15,38.47,21.65,25.4,73.91,6.58,78.95,cotton
100.64,40.96,18.52,26.32,81.21,6.53,76.55,cotton
131.95,56.27,15.63,23.09,75.09,7.53,74.59,cotton
103.41,48.3,24.0,21.29,82.32,7.28,90.58,cotton
111.12,42.27,18.29,24.14,77.31,7.68,73.12,cotton
126.08,48.09,17.58,22.36,75.59,6.92,91.33,cotton
123.46,48.84,13.79,21.89,83.0,7.02,92.99,cotton
105.92,50.97,20.02,22.56,77.45,6.79,64.39,cotton
123.82,45.36,19.45,28.97,78.54,6.79,80.74,cotton
119.9,50.88,14.45,24.27,70.92,6.48,76.8,cotton
140.0,35.81,20.36,24.72,83.59,6.93,56.71,cotton
121.04,40.72,17.51,21.56,83.08,6.58,68.44,cotton
115.59,46.82,27.07,20.31,79.82,7.08,86.2,cotton
108.43,47.65,17.29,22.36,73.69,6.97,96.15,cotton
109.56,41.44,17.69,26.88,84.64,7.02,87.22,cotton
108.74,47.3,16.38,24.67,77.13,7.57,82.59,cotton
130.71,42.88,22.83,25.2,77.99,6.88,79.83,cotton
117.18,44.62,17.88,25.48,89.05,7.2,93.46,cotton
122.65,51.12,16.83,22.82,76.99,7.72,97.19,cotton
132.14,50.54,21.12,26.78,82.77,7.42,75.31,cotton
93.42,41.01,14.86,22.73,82.05,7.36,64.0,cotton
129.79,40.71,20.88,26.81,81.36,6.78,63.21,cotton
117.55,43.94,24.34,24.88,80.93,6.99,90.58,cotton
121.35,45.87,20.7,20.42,81.31,6.37,79.62,cotton
108.72,42.71,20.91,22.5,80.89,7.1,81.47,cotton
109.45,51.2,21.61,20.43,79.59,7.01,65.67,cotton
121.89,47.74,24.13,26.33,85.85,6.91,73.97,cotton
140.0,48.03,22.63,23.95,74.55,7.31,77.64,cotton
127.03,39.67,20.32,19.54,83.89,6.42,81.66,cotton
129.66,51.84,21.71,24.75,83.09,7.55,76.81,cotton
115.08,31.9,16.34,22.93,82.59,7.26,71.7,cotton
111.0,50.17,21.33,21.03,84.27,6.87,73.72,cotton
109.19,50.67,15.98,27.36,79.43,6.84,89.67,cotton
112.12,43.84,17.9,24.21,72.32,7.09,81.96,cotton
96.47,52.36,9.75,23.41,79.51,7.51,84.9,cotton
109.75,45.68,20.2,23.2,75.84,6.94,72.81,cotton
111.4,46.31,17.07,20.97,76.87,6.96,56.37,cotton
115.25,47.7,22.33,21.39,74.83,6.91,75.82,cotton
118.32,61.93,20.17,26.57,77.89,7.61,73.07,cotton
120.62,52.72,22.37,23.05,77.41,6.75,82.79,cotton
116.85,49.51,15.75,24.04,70.29,6.89,106.29,cotton
111.19,41.44,22.12,19.91,82.6,7.49,85.56,cotton
97.37,46.72,25.32,21.36,88.68,6.96,101.89,cotton
111.25,41.93,21.29,25.22,82.22,7.35,84.55,cotton
107.28,50.11,21.37,24.76,78.99,6.54,74.96,cotton
121.66,46.7,19.51,27.51,79.58,6.82,82.78,cotton
126.09,40.38,17.43,26.69,78.12,7.49,94.25,cotton
126.39,46.41,21.28,23.54,80.16,6.63,94.64,cotton
124.57,41.75,14.48,24.95,79.65,6.84,75.4,cotton
115.66,46.76,17.75,23.37,76.44,7.0,82.03,cotton
111.78,41.7,13.69,28.11,86.53,6.5,68.57,cotton
109.53,46.14,16.89,26.3,73.85,6.73,86.6,cotton
101.93,49.75,20.93,24.34,82.67,6.95,92.43,cotton
126.92,45.73,20.52,24.4,79.4,6.92,80.32,cotton
115.25,44.05,19.15,26.89,87.4,7.41,74.66,cotton
104.54,47.02,19.51,25.16,81.16,7.52,82.88,cotton
108.74,49.49,13.34,27.12,78.36,6.56,83.34,cotton
108.33,40.46,17.88,19.61,78.81,6.94,80.65,cotton
117.43,47.3,16.96,24.92,79.96,7.17,81.43,cotton
127.67,52.59,17.02,22.97,75.23,7.51,78.61,cotton
113.52,48.87,20.8,27.51,76.73,7.19,87.97,cotton
94.47,46.29,16.42,27.09,72.66,7.02,85.89,cotton
115.11,49.2,17.19,24.07,76.11,7.17,72.14,cotton
115.44,48.26,12.74,27.07,80.18,7.17,71.92,cotton
114.75,49.77,18.12,27.57,81.0,6.53,77.97,cotton
110.73,35.88,15.74,24.15,71.88,6.98,85.89,cotton
119.17,38.23,19.24,28.94,79.25,7.48,81.18,cotton
117.66,51.02,16.15,23.94,82.05,6.82,74.85,cotton
116.75,38.47,19.31,23.57,79.15,6.95,82.09,cotton
121.13,48.01,18.57,25.73,77.26,6.8,77.35,cotton
112.7,44.24,24.02,23.29,78.15,5.97,87.04,cotton
112.13,41.02,20.49,24.17,77.64,6.91,82.66,cotton
130.8,47.75,13.48,26.82,77.25,7.02,77.48,cotton
122.59,47.01,15.21,24.04,80.5,6.7,81.85,cotton
125.27,56.55,19.17,20.61,89.03,6.44,90.52,cotton
129.26,42.88,16.21,24.73,76.83,6.55,75.44,cotton
122.26,53.2,10.09,22.61,78.53,7.21,83.22,cotton
126.28,47.76,23.05,25.73,79.59,7.69,79.44,cotton
101.21,42.69,21.16,25.39,77.05,7.45,83.42,cotton
119.04,50.0,20.56,26.94,84.19,6.36,74.76,cotton
115.17,48.83,17.18,25.82,70.32,7.24,80.88,cotton
133.78,46.18,20.28,26.18,77.68,6.63,88.86,cotton
126.28,47.33,16.89,22.66,83.07,6.67,72.5,cotton
110.7,43.02,19.61,25.61,78.62,6.72,69.36,cotton
120.73,41.87,16.24,27.94,76.52,7.18,69.67,cotton
118.68,49.8,23.55,22.62,81.56,7.28,70.63,cotton
121.54,44.88,14.29,27.6,83.43,6.86,84.76,cotton
106.81,45.6,22.7,22.9,80.64,6.87,68.75,cotton
120.6,47.4,19.12,22.3,76.6,7.09,77.62,cotton
114.72,47.33,17.53,24.59,81.62,7.13,84.95,cotton
119.82,38.85,19.5,25.43,78.19,7.37,83.33,cotton
109.76,52.43,21.2,25.82,82.78,6.39,76.92,cotton
111.15,46.61,23.1,22.08,85.73,6.91,81.53,cotton
128.74,44.99,19.94,24.87,69.38,6.47,80.86,cotton
76.21,35.19,34.4,25.16,79.38,7.05,193.96,jute
76.31,43.89,40.73,23.54,74.41,6.71,202.32,jute
95.88,51.02,34.69,27.56,83.08,6.94,178.97,jute
84.47,43.88,40.66,22.3,82.57,6.92,181.6,jute
97.85,42.31,45.5,24.3,76.9,6.86,142.0,jute
74.02,57.39,38.88,23.65,82.43,6.6,205.5,jute
77.32,55.1,35.31,22.81,81.1,6.75,165.37,jute
67.34,48.34,39.49,24.4,74.48,6.52,160.0,jute
71.52,51.69,36.67,23.34,76.18,6.7,170.17,jute
93.22,34.87,42.38,24.92,84.15,6.35,196.68,jute
73.82,42.06,39.41,24.95,80.84,6.46,207.12,jute
93.35,43.65,46.84,23.78,77.34,6.62,175.88,jute
68.05,44.82,44.65,24.23,76.17,6.42,188.97,jute
69.57,43.55,39.39,24.48,77.54,6.55,174.65,jute
75.27,33.25,42.86,26.36,77.82,6.65,158.43,jute
77.49,47.93,38.43,24.63,76.22,6.82,196.15,jute
85.38,48.72,40.14,26.38,72.63,6.98,164.67,jute
81.61,54.01,38.55,25.95,84.16,6.56,197.03,jute
74.67,42.06,43.07,25.93,83.48,7.1,193.48,jute
76.93,41.65,45.73,27.4,74.51,6.98,183.21,jute
75.45,32.6,43.19,22.89,80.15,6.85,201.43,jute
70.68,44.53,43.69,24.05,75.99,6.75,207.49,jute
70.9,50.51,43.69,28.07,78.55,6.8,171.37,jute
86.22,42.94,42.21,24.44,78.22,7.06,161.87,jute
63.37,56.72,35.44,19.83,77.89,7.07,146.04,jute
90.94,44.72,46.8,24.53,87.61,7.1,207.67,jute
75.26,46.73,47.22,25.14,77.84,6.71,167.4,jute
71.82,39.18,39.06,20.19,76.37,6.87,191.03,jute
83.92,47.44,38.52,27.3,76.55,7.1,162.88,jute
89.88,36.1,42.45,23.62,83.78,6.51,197.07,jute
86.94,49.47,42.2,25.49,72.99,6.6,163.5,jute
82.01,49.62,39.19,24.49,76.55,6.7,156.12,jute
86.69,52.8,35.0,22.58,85.39,6.97,170.87,jute
64.27,40.9,41.22,22.97,80.58,6.97,166.02,jute
73.83,46.8,42.21,23.22,80.37,6.63,182.94,jute
70.71,48.82,42.9,26.85,88.13,6.25,173.23,jute
87.8,48.21,41.4,24.63,80.59,6.77,183.42,jute
74.93,41.67,38.92,23.96,76.77,6.42,169.63,jute
84.76,34.04,43.98,23.22,78.47,6.25,164.02,jute
82.29,47.73,40.26,27.05,75.06,6.32,165.25,jute
71.1,45.24,38.14,27.54,84.62,6.8,204.67,jute
73.3,43.17,39.28,27.03,81.9,7.11,177.38,jute
88.35,49.82,33.02,25.79,84.1,6.71,144.24,jute
71.8,45.78,39.27,25.42,84.45,6.76,166.2,jute
79.0,39.4,42.75,22.71,77.94,7.05,175.45,jute
71.74,36.34,41.36,24.46,75.82,6.24,201.68,jute
75.49,40.36,46.08,23.67,79.39,6.86,189.43,jute
77.63,57.97,38.95,21.61,76.11,6.7,160.17,jute
71.74,49.61,41.95,26.8,80.26,6.87,210.28,jute
70.32,46.94,43.17,23.65,84.13,6.55,173.53,jute
80.29,45.09,49.37,27.05,78.93,6.45,192.69,jute
71.24,44.76,40.58,26.49,80.2,6.74,156.67,jute
71.51,51.84,35.82,25.9,79.22,7.19,138.03,jute
70.49,43.55,43.39,26.0,82.81,6.96,152.87,jute
77.38,48.88,47.46,23.79,76.93,6.55,125.24,jute
85.55,44.26,38.71,28.24,70.81,6.3,205.68,jute
90.05,55.7,43.36,24.98,81.48,6.2,177.22,jute
72.19,49.71,44.91,25.44,83.55,7.09,160.13,jute
95.2,52.23,44.07,23.73,81.39,6.41,180.79,jute
69.96,43.08,40.5,23.22,77.04,6.6,176.84,jute
86.67,51.29,37.21,25.76,75.06,7.1,183.31,jute
72.23,44.44,39.67,25.29,81.58,6.22,192.14,jute
71.03,46.55,41.83,23.48,80.17,7.15,169.65,jute
72.04,54.18,43.63,22.31,79.1,6.62,160.8,jute
77.58,40.79,41.34,22.61,86.89,6.36,186.42,jute
82.64,47.02,38.48,27.05,75.81,6.63,186.03,jute
83.36,48.19,42.22,23.8,86.7,6.48,175.51,jute
70.45,48.6,43.44,24.29,79.73,6.83,206.66,jute
70.08,43.75,41.52,27.51,72.26,6.51,167.43,jute
70.67,56.43,36.66,22.88,78.88,6.13,160.5,jute
77.11,39.53,39.27,23.59,83.44,6.63,180.27,jute
76.32,53.29,43.79,23.52,78.14,6.29,163.88,jute
70.4,52.08,34.47,27.81,73.7,6.76,181.43,jute
80.16,55.5,31.63,28.49,78.94,6.34,161.5,jute
96.1,38.06,46.03,26.25,76.17,6.55,168.0,jute
73.96,41.66,42.05,26.31,81.57,6.75,202.36,jute
74.53,53.46,42.43,23.86,82.69,6.64,167.92,jute
82.48,36.61,35.69,28.41,75.37,6.78,162.02,jute
73.53,37.97,42.95,25.38,76.78,6.9,191.56,jute
83.35,43.56,41.1,26.44,82.63,6.35,158.23,jute
72.25,46.96,33.66,24.71,76.16,6.68,163.61,jute
92.66,53.96,45.7,24.42,75.27,5.7,182.65,jute
80.76,45.07,40.63,27.89,74.89,6.77,188.08,jute
73.04,42.96,38.42,25.87,81.01,6.61,192.31,jute
73.29,47.56,38.49,27.51,80.84,6.4,162.79,jute
73.89,48.35,31.94,25.36,76.86,6.79,182.94,jute
88.98,48.21,42.37,23.37,79.62,7.05,167.01,jute
67.85,45.11,41.05,23.85,85.71,6.56,164.92,jute
72.66,36.22,39.22,25.09,75.7,6.42,192.05,jute
73.51,41.41,45.11,23.77,71.79,6.75,165.76,jute
77.87,53.1,34.46,22.91,81.42,6.3,178.17,jute
75.83,46.94,37.61,27.06,79.16,6.5,176.33,jute
66.07,44.39,36.6,23.92,76.76,7.07,157.94,jute
74.8,51.59,38.88,25.15,82.21,6.72,188.49,jute
77.2,40.35,40.27,25.43,82.96,6.14,182.4,jute
72.98,44.87,41.72,23.84,70.77,6.16,144.21,jute
83.49,46.69,38.61,27.51,76.99,6.75,178.16,jute
85.36,43.79,36.49,22.89,88.87,6.96,162.41,jute
77.37,46.5,46.74,25.37,81.93,6.21,190.46,jute
79.84,45.06,49.65,25.34,82.3,6.83,152.32,jute
97.79,27.2,27.81,25.24,63.59,7.09,123.96,coffee
104.26,30.97,31.06,25.44,52.02,7.03,173.23,coffee
101.49,19.72,27.99,25.62,61.37,6.41,165.31,coffee
107.87,28.16,29.02,27.2,51.63,7.0,154.1,coffee
87.33,30.05,24.14,24.16,60.1,6.91,165.88,coffee
115.87,25.35,34.53,23.98,65.15,6.98,144.31,coffee
105.73,28.3,32.04,27.73,56.85,6.95,159.01,coffee
113.24,25.49,33.17,24.67,56.67,6.94,169.13,coffee
108.87,25.08,35.16,23.23,60.14,7.61,114.68,coffee
100.9,26.37,26.7,24.63,56.38,6.78,151.74,coffee
89.44,25.16,28.57,24.91,64.97,7.08,157.68,coffee
95.93,30.73,22.42,28.3,58.47,6.66,155.25,coffee
115.31,25.06,42.56,27.16,56.42,7.04,178.4,coffee
113.47,24.39,29.4,27.57,55.54,7.08,142.27,coffee
95.42,35.07,34.15,26.98,53.97,6.91,149.3,coffee
75.64,31.84,25.05,27.2,55.19,7.3,131.18,coffee
99.09,20.55,33.99,24.26,56.3,6.53,179.14,coffee
98.41,24.94,37.43,25.14,55.75,6.65,154.55,coffee
98.75,28.97,29.76,23.72,55.07,6.86,151.86,coffee
105.76,29.3,25.96,25.12,66.1,7.06,157.27,coffee
108.89,22.04,29.44,26.73,53.58,6.85,166.91,coffee
109.91,32.63,21.09,25.74,58.29,7.19,162.86,coffee
105.01,31.3,29.85,27.86,60.07,6.6,195.07,coffee
84.79,29.93,33.28,23.45,60.22,6.46,164.36,coffee
97.93,33.43,29.86,26.4,57.47,6.89,151.49,coffee
121.74,29.81,28.86,23.25,56.74,6.78,150.14,coffee
104.37,29.79,32.11,25.67,59.51,6.96,152.5,coffee
104.31,34.23,32.42,26.83,58.77,6.79,136.97,coffee
104.24,32.4,23.36,25.11,56.66,6.7,158.56,coffee
104.74,24.63,30.36,26.49,51.45,6.78,168.97,coffee
79.55,30.53,39.74,23.77,55.83,6.81,149.41,coffee
98.84,25.34,24.66,22.51,53.11,6.71,146.7,coffee
100.66,30.02,29.66,26.5,55.03,6.74,179.22,coffee
112.53,29.91,37.77,28.64,57.83,6.68,138.03,coffee
101.43,22.47,34.42,23.71,59.13,7.06,129.05,coffee
86.18,27.51,27.95,27.7,64.82,6.86,141.86,coffee
104.87,29.06,30.82,25.58,55.55,7.48,136.43,coffee
93.77,26.25,29.99,23.1,60.8,6.85,163.41,coffee
90.05,29.26,27.01,23.46,58.92,6.63,152.95,coffee
93.49,31.22,29.7,25.53,62.88,7.6,154.92,coffee
105.88,27.88,28.88,24.77,60.0,6.92,174.14,coffee
112.33,28.9,30.45,23.14,53.67,7.1,148.32,coffee
105.35,33.53,27.01,22.45,50.81,6.98,168.85,coffee
106.69,29.89,24.89,23.98,58.95,6.99,179.16,coffee
105.26,28.8,29.83,25.85,55.59,6.96,151.62,coffee
101.91,24.17,36.86,25.49,53.78,6.47,168.32,coffee
107.27,30.68,30.33,24.6,52.63,6.91,154.61,coffee
79.23,29.32,28.67,25.86,58.34,6.4,170.94,coffee
102.0,33.13,33.02,27.37,63.73,6.75,136.0,coffee
